SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s4881,movie,lo más sencillo es complicarlo todo,rene bueno,"danna paola, marjorie de sousa, alosian vivancos, daniela wong, lalo brito, eduardo tanús, paulina matos, fernando sarfati, lorena san martín, consuelo vega",MEXICO,2018-05-04,2018,tv-14,94 min,"Comedies, International Movies, Romantic Movies","When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage.",04-05-2018,2018-05
s4882,movie,manhunt,john woo,"zhang hanyu, masaharu fukuyama, qi wei, ji-won ha, jun kunimura, angeles woo, nanami sakuraba","CHINA, HONG KONG",2018-05-04,2017,tv-ma,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,04-05-2018,2018-05
s4883,movie,thi mai,patricia ferreira,"carmen machi, adriana ozores, aitana sánchez-gijón, dani rovira, eric nguyen, pedro casablanc, josé troncoso, josé burgos, ana lópez, pedro miguel martínez, nguyen ngan ha",SPAIN,2018-05-04,2017,tv-ma,99 min,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",04-05-2018,2018-05
s4884,movie,si saben cómo me pongo ¿pá qué me invitan?,fernando ayllón,"ricardo quevedo, iván marín, freddy beltrán, nelson polanía, fabiola posada, liss pereira, jessica sanjuan, lina cardona",COLOMBIA,2018-05-03,2018,tv-ma,89 min,"Comedies, International Movies","When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue.",03-05-2018,2018-05
s4885,movie,jailbreak,jimmy henderson,"jean-paul ly, dara our, tharoth sam, dara phang, celine tran, savin phillip, sok visal",CAMBODIA,2018-05-02,2017,tv-ma,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,02-05-2018,2018-05
s4886,movie,ajji,devashish makhija,"sushama deshpande, abhishek banerjee, smita tambe, sharvani suryavanshi, vikas kumar, sadiya siddiqui, sudhir pandey, manuj sharma",INDIA,2018-05-01,2017,tv-ma,105 min,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",01-05-2018,2018-05
s4887,movie,cia: comrade in america,amal neerad,"dulquer salmaan, karthika muraleedharan, siddique, soubin shahir, dileesh pothan, john vijay, chandini sreedharan, jinu joseph, sujith shankar, alencier ley lopez",INDIA,2018-05-01,2017,tv-14,130 min,"Action & Adventure, Dramas, Independent Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",01-05-2018,2018-05
s4888,movie,coffee for all,"fluvio iannuci, roly santos","tony schiena, armand assante, kippei shiina, sho ikushima, vienna hehir, tetsu watanabe, grand master john u. kim, dawn olivieri","ITALY, UNITED STATES, ARGENTINA",2018-05-01,2017,tv-pg,69 min,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",01-05-2018,2018-05
s4889,movie,darc,julius r. nasso,"tony schiena, armand assante, kippei shiina, sho ikushima, vienna hehir, tetsu watanabe, grand master john u. kim, dawn olivieri",UNITED STATES,2018-05-01,2018,tv-ma,98 min,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",01-05-2018,2018-05
s4890,movie,despido procedente,lucas figueroa,"imanol arias, darío grandinetti, hugo silva, luis luque, miguel ángel solá, tomás pozzi, valeria alonso","ARGENTINA, SPAIN",2018-05-01,2017,tv-ma,90 min,"Comedies, International Movies","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.",01-05-2018,2018-05
s4891,movie,john mulaney: kid gorgeous at radio city,alex timbers,john mulaney,UNITED STATES,2018-05-01,2018,tv-ma,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",01-05-2018,2018-05
s4892,movie,my perfect romance,justin g. dyck,"kimberly-sue murray, christopher russell, lauren holly, jodie sweetin, morgan fairchild",CANADA,2018-05-01,2018,pg,92 min,"Comedies, International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",01-05-2018,2018-05
s4893,movie,pocoyo & cars,alfonso rodríguez,"stephen fry, alex marty",SPAIN,2018-05-01,2015,tv-y,19 min,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most.",01-05-2018,2018-05
s4894,movie,pocoyo & the space circus,alfonso rodríguez,"stephen fry, carys doyle",SPAIN,2018-05-01,2008,tv-y,25 min,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show.",01-05-2018,2018-05
s4895,movie,pocoyo carnival,"guillermo garcia, david cantolla","stephen fry, alex marty",UNITED STATES,2018-05-01,2015,tv-y,22 min,Movies,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious.",01-05-2018,2018-05
s4896,movie,pocoyo halloween: space halloween,"guillermo garcia, david cantolla","stephen fry, montana smedley",UNITED STATES,2018-05-01,2015,tv-y,40 min,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.,01-05-2018,2018-05
s4897,movie,pocoyo halloween: spooky movies,"guillermo garcia, david cantolla","stephen fry, montana smedley",FRANCE,2018-05-01,2014,tv-y,22 min,Movies,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside.",01-05-2018,2018-05
s4898,movie,pocoyo special sports,"guillermo garcia, david cantolla","loti bailey, hayden connett, keith faulkner, rudy greatorex, luke haliwell, jacob preston, joanna ruiz, alex starke",FRANCE,2018-05-01,2016,tv-y,24 min,Movies,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!",01-05-2018,2018-05
s4899,tv show,simon,priyadarshan,"loti bailey, hayden connett, keith faulkner, rudy greatorex, luke haliwell, jacob preston, joanna ruiz, alex starke",FRANCE,2018-05-01,2016,tv-y,1 season,Kids' TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",01-05-2018,2018-05
s4900,movie,sometimes,priyadarshan,"prakash raj, shreya reddy, ashok selvan",INDIA,2018-05-01,2016,tv-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",01-05-2018,2018-05
s4901,tv show,spiritual house,dito montiel,"hiroyuki ehara, miki sumiyoshi, sato kondo, kazuhiro kiyohara, noriko sakai, moe oshikiri, homare sawa, mariko hayashi",UNITED STATES,2018-05-01,2017,tv-pg,1 season,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.",01-05-2018,2018-05
s4902,movie,the clapper,dito montiel,"ed helms, amanda seyfried, tracy morgan, brenda vaccaro, p.j. byrne, leah remini, mickey gooch jr., adam levine, russell peters, alan thicke",UNITED STATES,2018-05-01,2017,r,90 min,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",01-05-2018,2018-05
s4903,movie,toc toc,vicente villanueva,"paco león, alexandra jiménez, rossy de palma, nuria herrero, adrián lastra, oscar martínez, inma cuevas, ana rujas, carolina lapausa",SPAIN,2018-05-01,2017,tv-ma,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",01-05-2018,2018-05
s4904,tv show,black crows,amit roy,"rashed al shamrani, sayed rajab, dina talaat, mohamad al ahmad, maram al bloushi, mahmoud bu shehri, aseel omran, mona shaddad, azeez khayoun, ayman mabrouk, eisa diab, dima al jundi","SAUDI ARABIA, SYRIA, EGYPT, LEBANON, KUWAIT",2018-04-30,2017,tv-14,1 season,"International TV Shows, TV Dramas","This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",30-04-2018,2018-04
s4905,movie,running shaadi,amit roy,"amit sadh, tapsee pannu, arsh bajwa, brijendra kala, mahavir bhullar, pankaj jha, neeta mohindra",INDIA,2018-04-30,2017,tv-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",30-04-2018,2018-04
s4906,movie,the price of success,teddy lussi-modeste,"tahar rahim, maïwenn le besco, roschdy zem, grégoire colin, sultan, ali marhyar, camille lellouche, saïda bekkouche, meriem serbah, salma lahmer",FRANCE,2018-04-30,2017,tv-ma,92 min,"Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",30-04-2018,2018-04
s4907,tv show,bobby kennedy for president,dawn porter,robert f. kennedy,UNITED STATES,2018-04-27,2018,tv-ma,1 season,Docuseries,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",27-04-2018,2018-04
s4908,movie,candy jar,ben shelton,"christina hendricks, helen hunt, uzo aduba, sami gayle, jacob latimore",UNITED STATES,2018-04-27,2018,tv-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,27-04-2018,2018-04
s4909,tv show,goodnight dj 1,curro velázquez,"chan fong, z-chen, frederick lee, melvin sia, chris tong, rickman chia, henley hii",SPAIN,2018-04-27,2016,tv-14,2 seasons,"International TV Shows, TV Dramas, TV Horror","Young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams, accidents and everyday life.",27-04-2018,2018-04
s4910,movie,holy goalie,curro velázquez,"karra elejalde, alain hernández, juan manuel montilla, joel bosqued, macarena garcía, tito valverde, paco rueda, guillermo furiase, txema blasco, paco sagarzazu",SPAIN,2018-04-27,2017,tv-ma,95 min,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,27-04-2018,2018-04
s4911,tv show,moving on,laura brownson,"irene santiago, gary estrada, ariel rivera, patrick theo, louise chong, mano maniam, jojo struys, alvin wong",UNITED STATES,2018-04-27,2016,tv-pg,1 season,"International TV Shows, TV Dramas","Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",27-04-2018,2018-04
s4912,movie,the rachel divide,laura brownson,"adam sandler, chris rock, steve buscemi, rachel dratch, allison strong, roland buck iii, katie hartman, chloe himmelman, jake lippmann, jim barone, june gable",UNITED STATES,2018-04-27,2018,tv-ma,105 min,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",27-04-2018,2018-04
s4913,movie,the week of,robert smigel,"adam sandler, chris rock, steve buscemi, rachel dratch, allison strong, roland buck iii, katie hartman, chloe himmelman, jake lippmann, jim barone, june gable",UNITED STATES,2018-04-27,2018,tv-14,117 min,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,27-04-2018,2018-04
s4914,tv show,trio and a bed,max amini,"annabelle kong, amber chia, carmen soo, danny wan, daniel tan, jeffrey cheng",GERMANY,2018-04-27,2016,tv-pg,1 season,"International TV Shows, Romantic TV Shows, TV Comedies","After graduation, three women from distinct backgrounds find themselves in the real world, facing the challenges of work, romance and unexpected fame.",27-04-2018,2018-04
s4915,tv show,海的儿子,max amini,"li nanxing, christopher lee, jesseca liu, apple hong, jeanette aw",GERMANY,2018-04-27,2016,tv-14,1 season,"International TV Shows, TV Dramas","Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",27-04-2018,2018-04
s4916,movie,enissa amani: ehrenwort,max amini,enissa amani,GERMANY,2018-04-26,2018,tv-ma,66 min,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",26-04-2018,2018-04
s4917,movie,bill nye: science guy,"jason sussberg, david alvarado","bill nye, neil degrasse tyson, eugenie scott, francis collins, ann druyan",UNITED STATES,2018-04-25,2017,tv-pg,97 min,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",25-04-2018,2018-04
s4918,movie,fishtronaut: the movie,"célia catunda, kiko mistrorigo, rodrigo eba","fábio lucindo, celso alves, fernanda bullara",BRAZIL,2018-04-25,2018,tv-y,78 min,Children & Family Movies,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",25-04-2018,2018-04
s4919,movie,psychokinesis,sang-ho yeon,"ryu seung-ryong, shim eun-kyung, jung-min park, min-jae kim, yu-mi jung",SOUTH KOREA,2018-04-25,2018,tv-ma,102 min,"Action & Adventure, Comedies, International Movies","Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",25-04-2018,2018-04
s4920,movie,kevin james: never don't give up,andy fickman,kevin james,UNITED STATES,2018-04-24,2018,tv-pg,62 min,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",24-04-2018,2018-04
s4921,movie,dude,olivia milch,"lucy hale, kathryn prescott, alexandra shipp, awkwafina, alex wolff, brooke smith, jerry mackinnon, ronen rubenstein, satya bhabha, sydney lucas",UNITED STATES,2018-04-20,2018,tv-ma,97 min,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,20-04-2018,2018-04
s4922,movie,kodachrome,mark raso,"ed harris, jason sudeikis, elizabeth olsen","CANADA, UNITED STATES",2018-04-20,2018,tv-ma,105 min,"Comedies, Dramas","A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film.",20-04-2018,2018-04
s4923,movie,mercury 13,"david sington, heather walsh","johnny massaro, bianca comparato, regina braga, maria laura nogueira, victor mendes, thiago amaral, rafael primot, eduardo mossri, rita batata, larissa ferrara",UNITED STATES,2018-04-20,2018,tv-pg,79 min,Documentaries,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",20-04-2018,2018-04
s4924,movie,all the reasons to forget,pedro coutinho,"johnny massaro, bianca comparato, regina braga, maria laura nogueira, victor mendes, thiago amaral, rafael primot, eduardo mossri, rita batata, larissa ferrara",BRAZIL,2018-04-19,2017,tv-ma,90 min,"Comedies, Dramas, International Movies",A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,19-04-2018,2018-04
s4925,tv show,charité,liam o'donnell,"alicia von rittberg, maximilian meyer-bretschneider, justus von dohnányi, matthias koeberlin, christoph bach, ernst stötzner, klara deutschmann, ramona kunze-libnow, daniel sträßer, tanja schleiff, monika oschek, emilia schüle, matthias brenner, thomas loibl",GERMANY,2018-04-19,2017,tv-ma,1 season,"International TV Shows, TV Dramas","At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",19-04-2018,2018-04
s4926,tv show,the chalet,liam o'donnell,"chloé lambert, philippe dusseau, emilie de preissac, marc ruchmann, blanche veisberg, eric savin, nicolas gob, catherine vinatier, thierry godard",FRANCE,2018-04-17,2018,tv-ma,1 season,"Crime TV Shows, International TV Shows, TV Dramas",Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.,17-04-2018,2018-04
s4927,tv show,the honeymoon stand up special,liam o'donnell,"natasha leggero, moshe kasher",UNITED STATES,2018-04-17,2018,tv-ma,1 season,"Stand-Up Comedy & Talk Shows, TV Comedies","Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",17-04-2018,2018-04
s4928,movie,beyond skyline,liam o'donnell,"frank grillo, bojana novakovic, jonny weston, callan mulvey, antonio fargas, yayan ruhian, pamelyn chee, jacob vargas, iko uwais","UNITED STATES, CANADA, INDONESIA, UNITED KINGDOM, CHINA, SINGAPORE",2018-04-15,2017,r,107 min,"Action & Adventure, Sci-Fi & Fantasy","In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",15-04-2018,2018-04
s4929,movie,come sunday,joshua marston,"chiwetel ejiofor, martin sheen, danny glover, jason segel, condola rashad, lakeith stanfield, stacey sargeant, vondie curtis-hall",UNITED STATES,2018-04-13,2018,tv-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.,13-04-2018,2018-04
s4930,movie,i am not an easy man,eleonore pourriat,"vincent elbaz, marie-sophie ferdane, pierre benezit, blanche gardin, celine menville",FRANCE,2018-04-13,2018,tv-ma,99 min,"Comedies, International Movies, Romantic Movies",A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.,13-04-2018,2018-04
s4931,tv show,the magic school bus rides again,peter webber,"kate mckinnon, miles koseleci-vieira, mikaela blake, gabby clarke, leke maceda-rustecki, matthew mintz, lynsey pham, birva pandya, kaden stephen, lily tomlin",UNITED STATES,2018-04-13,2018,tv-y,2 seasons,Kids' TV,"Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun.",13-04-2018,2018-04
s4932,movie,pickpockets,peter webber,"carlos bardem, natalia reyes, emiliano pernia, duban prado, marcela mar",COLOMBIA,2018-04-12,2017,tv-ma,108 min,"Dramas, Independent Movies, International Movies",Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.,12-04-2018,2018-04
s4933,movie,greg davies: you magnificent beast,peter orton,greg davies,UNITED KINGDOM,2018-04-10,2018,tv-ma,66 min,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",10-04-2018,2018-04
s4934,tv show,amo,marja lewis ryan,"derek ramsay, vince rillon, allen dizon, felix roco, ruby ruiz",PHILIPPINES,2018-04-09,2017,tv-ma,1 season,"International TV Shows, TV Dramas","Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",09-04-2018,2018-04
s4935,movie,6 balloons,marja lewis ryan,"abbi jacobson, dave franco, jane kaczmarek, tim matheson, charlotte carel, madeline carel, maya erskine, dawan owens, jen tullock",UNITED STATES,2018-04-06,2018,tv-ma,75 min,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,06-04-2018,2018-04
s4936,movie,amateur,ryan koo,"michael rainey jr., josh charles, brian white, sharon leal, ashlee brian, corey parker robinson",UNITED STATES,2018-04-06,2018,tv-ma,96 min,"Dramas, Independent Movies, Sports Movies","After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.",06-04-2018,2018-04
s4937,movie,orbiter 9,hatem khraiche,"clara lago, alex gonzalez, andrés parra, belén rueda","SPAIN, COLOMBIA",2018-04-06,2017,tv-14,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,06-04-2018,2018-04
s4938,movie,"ram dass, going home",derek peck,ram dass,UNITED STATES,2018-04-06,2018,tv-14,32 min,"Documentaries, Faith & Spirituality","From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close.",06-04-2018,2018-04
s4939,movie,seth rogen's hilarity for charity,ryan polito,"seth rogen, ike barinholtz, michael che, sacha baron cohen, jeff goldblum, tiffany haddish, chris hardwick, nick kroll, john mulaney, kumail nanjiani, chelsea peretti, craig robinson & the nasty delicious, lauren miller rogen, justin roiland, sarah silverman, michelle wolf",UNITED STATES,2018-04-06,2018,tv-ma,70 min,Stand-Up Comedy,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth.",06-04-2018,2018-04
s4940,movie,sun dogs,jennifer morrison,"michael angarano, melissa benoist, xzibit, allison janney, ed o'neill, j.r. ramirez, eric christian olsen, niko nicotera, nicholas massouh, alexander wraith, fernando chien, tom berninger","MEXICO, UNITED STATES",2018-04-06,2017,tv-ma,94 min,"Comedies, Dramas, Independent Movies","Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.",06-04-2018,2018-04
s4941,movie,todo lo que sería lucas lauriente,"raúl campos, jan suter",lucas lauriente,ARGENTINA,2018-04-06,2018,tv-ma,78 min,Stand-Up Comedy,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",06-04-2018,2018-04
s4942,tv show,troy,hèctor hernández vicens,"louis hunter, bella dayne, frances o'connor, david threlfall, chloe pirrie, tom weston-jones, alfred enoch, jonas armstrong","UNITED KINGDOM, SOUTH AFRICA, AUSTRALIA, UNITED STATES",2018-04-06,2018,tv-ma,1 season,"British TV Shows, International TV Shows, Romantic TV Shows","Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War.",06-04-2018,2018-04
s4943,tv show,wakfu,hèctor hernández vicens,"fanny bloc, jules de jongh, patrick béthune, hugo chandor, thierry mercier, matthew géczy, benjamin pascal, arthur bostrom, geneviève doang, adeline chetail, jessica bell, thomas guitard, ross grant, gérard surugue, kier stewart, benoît allemane, bruno magne",FRANCE,2018-04-06,2017,tv-pg,3 seasons,Kids' TV,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu.",06-04-2018,2018-04
s4944,movie,day of the dead: bloodline,hèctor hernández vicens,"johnathon schaech, sophie skelton, marcus vanco, jeff gum, lillian blankenship, ulyana chan, shari watson, atanas srebrev",BULGARIA,2018-04-05,2018,r,91 min,"Horror Movies, Independent Movies","A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.",05-04-2018,2018-04
s4945,movie,fary is the new black,kader aoun,fary,FRANCE,2018-04-03,2018,tv-ma,75 min,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",03-04-2018,2018-04
s4946,movie,ittefaq,abhay chopra,"sidharth malhotra, sonakshi sinha, akshaye khanna",INDIA,2018-04-03,2017,tv-ma,105 min,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",03-04-2018,2018-04
s4947,tv show,star trek: the next generation,diego lerman,"patrick stewart, jonathan frakes, levar burton, michael dorn, marina sirtis, brent spiner, gates mcfadden, majel barrett, wil wheaton",UNITED STATES,2018-04-02,1993,tv-pg,7 seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds.",02-04-2018,2018-04
s4948,movie,a sort of family,diego lerman,"bárbara lennie, daniel aráoz, claudio tolcachir, paula cohen, yanina ávila","ARGENTINA, BRAZIL, FRANCE, POLAND, GERMANY, DENMARK",2018-04-01,2017,tv-14,96 min,"Dramas, International Movies, Thrillers",An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,01-04-2018,2018-04
s4949,movie,billu,priyadarshan,"irrfan khan, shah rukh khan, lara dutta, rajpal yadav, om puri, asrani, manoj joshi",INDIA,2018-04-01,2009,tv-pg,132 min,"Dramas, International Movies","An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized.",01-04-2018,2018-04
s4950,tv show,fallet,ryan polito,"lisa henni, adam godley, tomas von brömssen, lia boysen, christoffer nordenrot, stina rautelin, erik madsen, magnus krepper, meliz karlge, linda nilarve, björn granath, richenda carey, dag malmberg",SWEDEN,2018-04-01,2017,tv-ma,1 season,"Crime TV Shows, International TV Shows, TV Comedies",A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,01-04-2018,2018-04
s4951,movie,john mulaney: new in town,ryan polito,john mulaney,UNITED STATES,2018-04-01,2012,tv-ma,60 min,Stand-Up Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",01-04-2018,2018-04
s4952,tv show,loaded,farah khan,"jim howick, samuel anderson, jonny sweet, nick helm, mary mccormack, aimee-ffion edwards, lolly adefope",UNITED KINGDOM,2018-04-01,2017,tv-ma,1 season,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.,01-04-2018,2018-04
s4953,movie,main hoon na,farah khan,"shah rukh khan, sunil shetty, sushmita sen, zayed khan, amrita rao, kiron kher, boman irani, bindu, naseeruddin shah, kabir bedi",INDIA,2018-04-01,2004,tv-14,171 min,"Action & Adventure, Comedies, Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,01-04-2018,2018-04
s4954,movie,metro,ananda krishnan,"yogi babu, bobby simha, shirish",INDIA,2018-04-01,2016,tv-14,116 min,"Dramas, International Movies, Thrillers","Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",01-04-2018,2018-04
s4955,movie,om shanti om,farah khan,"shah rukh khan, deepika padukone, shreyas talpade, arjun rampal, kirron kher, javed sheikh",INDIA,2018-04-01,2007,tv-14,169 min,"Comedies, Dramas, International Movies","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",01-04-2018,2018-04
s4956,movie,paheli,amol palekar,"shah rukh khan, rani mukerji, anupam kher, dilip prabhavalkar, amitabh bachchan, juhi chawla, nina kulkarni, rajpal yadav",INDIA,2018-04-01,2005,tv-pg,134 min,"Dramas, International Movies, Romantic Movies",Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.,01-04-2018,2018-04
s4957,movie,phir bhi dil hai hindustani,aziz mirza,"shah rukh khan, juhi chawla, paresh rawal, satish shah, dilip tahil, govind namdeo, smita jaykar, shakti kapoor, johnny lever",INDIA,2018-04-01,2000,tv-14,159 min,"Comedies, Dramas, International Movies","In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.",01-04-2018,2018-04
s4958,tv show,doctor foster,joe miale,"suranne jones, bertie carvel, clare-hope ashitey, cheryl campbell, jodie comer, victoria hamilton, martha howe-douglas, adam james, thusitha jayasundera, sara stewart, neil stuke, tom taylor, robert pugh, shazia nicholls, cian barry, megan roberts, charlie cunniffe, navin chowdhry",UNITED KINGDOM,2018-03-31,2017,tv-ma,2 seasons,"British TV Shows, International TV Shows, Romantic TV Shows","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.",31-03-2018,2018-03
